Variabel,Enkät,Beskrivning,Dubbelkodning,Itemnr,Enkättext,Kodlista
emprprim_4,SLOSH 12 working,,,27,Vilken är din huvudsakliga arbetsgivare? Markera endast ett alternativ.,107
emprprim_4,SLOSH 12 non-working,,,27,Vilken är din huvudsakliga arbetsgivare? Markera endast ett alternativ.,107
emprprim_5,SLOSH 14 non-working,,,29,Vilken är din huvudsakliga arbetsgivare? Markera endast ett alternativ.,108
emprprim_6,SLOSH 16 non-working,,,29,Vilken är din huvudsakliga arbetsgivare? Markera endast ett alternativ.,108
emprprim_7,SLOSH 18 non-working,,,29,Vilken är din huvudsakliga arbetsgivare? Markera endast ett alternativ.,108
emprprimtxt_1,SLOSH 06 working,,,A56_txt,Vilken är din huvudsakliga arbetsgivare?,45
emprprimtxt_1,,,,A56_txt,Vilken är din huvudsakliga arbetsgivare?,45
emprprimtxt_2,SLOSH 08 working,,,3_txt,Vilken är din huvudsakliga arbetsgivare?,45
emprprimtxt_2,,,,3_txt,Vilken är din huvudsakliga arbetsgivare?,45
emprprimtxt_3,SLOSH 10 working,,,2_txt,Vilken är din huvudsakliga arbetsgivare?,45
emprprimtxt_3,,,,2_txt,Vilken är din huvudsakliga arbetsgivare?,45
emprprimtxt_4,SLOSH 12 working,,,27_txt,Vilken är din huvudsakliga arbetsgivare? Markera endast ett alternativ.,45
emprprimtxt_4,SLOSH 12 non-working,,,27_txt,Vilken är din huvudsakliga arbetsgivare? Markera endast ett alternativ.,45
emprprimtxt_4,,,,27_txt,Vilken är din huvudsakliga arbetsgivare? Markera endast ett alternativ.,45
emprprimtxt_5,SLOSH 14 non-working,,,29_txt,Vilken är din huvudsakliga arbetsgivare? Markera endast ett alternativ.,45
emprprimtxt_5,,,,29_txt,Vilken är din huvudsakliga arbetsgivare? Markera endast ett alternativ.,45
emprprimtxt_6,SLOSH 16 non-working,,,29_txt,Vilken är din huvudsakliga arbetsgivare? Markera endast ett alternativ.,45
emprprimtxt_6,,,,29_txt,Vilken är din huvudsakliga arbetsgivare? Markera endast ett alternativ.,45
emprprimtxt_7,SLOSH 18 non-working,,,29_txt,Vilken är din huvudsakliga arbetsgivare? Markera endast ett alternativ.,45
emprprimtxt_7,,,,29_txt,Vilken är din huvudsakliga arbetsgivare? Markera endast ett alternativ.,45
childwom_1,SLOSH 06 working,,,A57_a,Finns det på din arbetsplats en förståelse för kvinnliga medarbetare som har behov av minskad arbetstid under småbarnsåren?,109
childman_1,SLOSH 06 working,,,A57_b,Finns det på din arbetsplats en förståelse för manliga medarbetare som har behov av minskad arbetstid under småbarnsåren?,109
arbskift_1,SLOSH 06 working,,,A58,Vilken arbetstid har du vanligtvis? Markera endast ett alternativ,110
arbskift_2,SLOSH 08 working,,1.0,56_a,Vilken arbetstid har du vanligtvis? Markera endast ett alternativ,111
arbskift_2,SLOSH 08 non-working,,1.0,56_a,Vilken arbetstid har du vanligtvis? Markera endast ett alternativ,111
arbskift_3,SLOSH 10 working,,,20,Vilken arbetstid har du vanligtvis? Markera endast ett alternativ,112
arbskift_4,SLOSH 12 working,,,21,Vilken arbetstid har du vanligtvis? Markera endast ett alternativ,112
arbskift_5,SLOSH 14 working,,,28,Vilken arbetstid har du vanligtvis? Markera endast ett alternativ,112
arbskift_6,SLOSH 16 working,,,27,Vilken arbetstid har du vanligtvis? Markera endast ett alternativ,112
arbskift_7,SLOSH 18 working,,,25,Vilken arbetstid har du vanligtvis? Markera endast ett alternativ,112
timeoff_1,SLOSH 06 working,,,A59,Kan du utan problem ta ledigt när du behöver det?,113
hemmaarb_1,SLOSH 06 working,,,A60,Har stor del av din ordinarie arbetstid arbetar du vanligtvis i hemmet?,114
lonetyp_1,SLOSH 06 working,,,A61,Hur avlönas du? Markera endast ett alternativ,115
lonetyptxt_1,SLOSH 06 working,,,A61_txt,Hur avlönas du? Markera endast ett alternativ,45
y2newjob_1,SLOSH 06 working,,,A62_a,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har du bytt arbete?,116
y2newjob_2,SLOSH 08 working,,,62_aa,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har du bytt jobb?,117
y2newjob_3,SLOSH 10 working,,,9_a,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har du bytt jobb?,117
y2newjob_4,SLOSH 12 working,,,29_a,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har du bytt jobb?,117
y2newjob_4,SLOSH 12 non-working,,,29_a,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har du bytt jobb?,117
y2newjob_5,SLOSH 14 working,,,25_a,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har du bytt jobb?,117
y2newjob_5,SLOSH 14 non-working,,,25_a,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har du bytt jobb?,117
y2newjob_6,SLOSH 16 working,,,25_a,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har du bytt jobb?,117
y2newjob_6,SLOSH 16 non-working,,,25_a,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har du bytt jobb?,117
y2newjob_7,SLOSH 18 working,,,25_a,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har du bytt jobb?,118
y2newjob_7,SLOSH 18 non-working,,,25_a,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har du bytt jobb?,118
y2newgro_1,SLOSH 06 working,,,A62_b,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har du bytt arbetsgrupp?,116
y2newgro_2,SLOSH 08 working,,,62_ab,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har du bytt arbetsgrupp?,117
y2newgro_3,SLOSH 10 working,,,9_b,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har du bytt arbetsgrupp?,117
y2newgro_4,SLOSH 12 working,,,29_b,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har du bytt arbetsgrupp?,117
y2newgro_4,SLOSH 12 non-working,,,29_b,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har du bytt arbetsgrupp?,117
y2newgro_5,SLOSH 14 working,,,25_d,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har du bytt arbetsgrupp(er)?,118
y2newgro_5,SLOSH 14 non-working,,,25_d,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har du bytt arbetsgrupp(er)?,118
y2newgro_6,SLOSH 16 working,,,25_d,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har du bytt arbetsgrupp(er)?,118
y2newgro_6,SLOSH 16 non-working,,,25_d,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har du bytt arbetsgrupp(er)?,118
y2newgro_7,SLOSH 18 working,,,25_d,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har du bytt arbetsgrupp(er)?,118
y2newgro_7,SLOSH 18 non-working,,,25_d,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har du bytt arbetsgrupp(er)?,118
y2newman_1,SLOSH 06 working,,,A62_c,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har du bytt chef?,116
y2newman_2,SLOSH 08 working,,,62_ac,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har du fått ny chef?,117
y2newman_3,SLOSH 10 working,,,9_c,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har du fått ny chef?,117
y2newman_4,SLOSH 12 working,,,29_c,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har du fått ny chef?,117
y2newman_4,SLOSH 12 non-working,,,29_c,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har du fått ny chef?,117
y2newman_5,SLOSH 14 working,,1.0,16_e,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har du fått ny chef?,118
y2newman_5,SLOSH 14 non-working,,1.0,16_e,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har du fått ny chef?,118
y2newman_6,SLOSH 16 working,,1.0,15_e,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har du fått ny chef?,118
y2newman_6,SLOSH 16 non-working,,1.0,15_e,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har du fått ny chef?,118
y2newman_7,SLOSH 18 working,,,25_e,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har du fått ny chef?,118
y2newman_7,SLOSH 18 non-working,,,25_e,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har du fått ny chef?,118
y2increa_1,SLOSH 06 working,,,A62_d,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har du fått väsentligt utökade arbetsuppgifter?,116
y2increa_2,SLOSH 08 working,,1.0,62_bd,Följande frågor gäller din arbetsplats/dina arbetsplatser under de senaste två åren: @ Har du fått väsentligt utökade arbetsuppgifter?,55
y2increa_2,SLOSH 08 non-working,,1.0,62_bd,Följande frågor gäller din arbetsplats/dina arbetsplatser under de senaste två åren: @ Har du fått väsentligt utökade arbetsuppgifter?,55
y2increa_3,SLOSH 10 working,,,11_d,Följande frågor gäller din arbetsplats/dina arbetsplatser under de senaste två åren: @ Har du fått väsentligt utökade arbetsuppgifter?,55
y2increa_4,SLOSH 12 working,,1.0,12_d,Följande frågor gäller din arbetsplats/dina arbetsplatser och dina arbetsuppgifter under de senaste två åren: @ I vilken grad har du fått väsentligt utökade arbetsuppgifter?,55
y2increa_4,SLOSH 12 non-working,,1.0,12_d,Följande frågor gäller din arbetsplats/dina arbetsplatser och dina arbetsuppgifter under de senaste två åren: @ I vilken grad har du fått väsentligt utökade arbetsuppgifter?,55
y2increa_5,SLOSH 14 working,,,19_d,Följande frågor gäller din arbetsplats/dina arbetsplatser och dina arbetsuppgifter under de senaste två åren: @ I vilken grad har du fått väsentligt utökade arbetsuppgifter?,119
y2increa_6,SLOSH 16 working,,,18_d,Följande frågor gäller din arbetsplats/dina arbetsplatser och dina arbetsuppgifter under de senaste två åren: @ I vilken grad har du fått väsentligt utökade arbetsuppgifter?,119
y2increa_7,SLOSH 18 working,,,16_d,Följande frågor gäller din arbetsplats/dina arbetsplatser och dina arbetsuppgifter under de senaste två åren: @ I vilken grad har du fått väsentligt utökade arbetsuppgifter?,119
y2decrea_1,SLOSH 06 working,,,A62_e,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har du fått väsentligt minskade arbetsuppgifter?,116
y2decrea_2,SLOSH 08 working,,1.0,62_be,Följande frågor gäller din arbetsplats/dina arbetsplatser under de senaste två åren: @ Har du fått väsentligt minskade arbetsuppgifter?,55
y2decrea_2,SLOSH 08 non-working,,1.0,62_be,Följande frågor gäller din arbetsplats/dina arbetsplatser under de senaste två åren: @ Har du fått väsentligt minskade arbetsuppgifter?,55
y2decrea_3,SLOSH 10 working,,,11_e,Följande frågor gäller din arbetsplats/dina arbetsplatser under de senaste två åren: @ Har du fått väsentligt minskade arbetsuppgifter?,55
y2decrea_4,SLOSH 12 working,,1.0,12_e,Följande frågor gäller din arbetsplats/dina arbetsplatser och dina arbetsuppgifter under de senaste två åren: @ I vilken grad har du fått väsentligt minskade arbetsuppgifter?,55
y2decrea_4,SLOSH 12 non-working,,1.0,12_e,Följande frågor gäller din arbetsplats/dina arbetsplatser och dina arbetsuppgifter under de senaste två åren: @ I vilken grad har du fått väsentligt minskade arbetsuppgifter?,55
y2decrea_5,SLOSH 14 working,,,19_e,Följande frågor gäller din arbetsplats/dina arbetsplatser och dina arbetsuppgifter under de senaste två åren: @ I vilken grad har du fått väsentligt minskade arbetsuppgifter?,119
y2decrea_6,SLOSH 16 working,,,18_e,Följande frågor gäller din arbetsplats/dina arbetsplatser och dina arbetsuppgifter under de senaste två åren: @ I vilken grad har du fått väsentligt minskade arbetsuppgifter?,55
y2decrea_7,SLOSH 18 working,,,16_e,Följande frågor gäller din arbetsplats/dina arbetsplatser och dina arbetsuppgifter under de senaste två åren: @ I vilken grad har du fått väsentligt minskade arbetsuppgifter?,119
y2change_1,SLOSH 06 working,,,A62_f,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har du fått väsentligt förändrade arbetsuppgifter?,116
y2change_2,SLOSH 08 working,,,62_bf,Följande frågor gäller din arbetsplats/dina arbetsplatser under de senaste två åren: @ Har du fått väsentligt förändrade arbetsuppgifter?,55
y2change_3,SLOSH 10 working,,,11_f,Följande frågor gäller din arbetsplats/dina arbetsplatser under de senaste två åren: @ Har du fått väsentligt förändrade arbetsuppgifter?,55
y2change_4,SLOSH 12 working,,1.0,12_f,Följande frågor gäller din arbetsplats/dina arbetsplatser och dina arbetsuppgifter under de senaste två åren: @ I vilken grad har du fått väsentligt annorlunda arbetsuppgifter?,55
y2change_4,SLOSH 12 non-working,,1.0,12_f,Följande frågor gäller din arbetsplats/dina arbetsplatser och dina arbetsuppgifter under de senaste två åren: @ I vilken grad har du fått väsentligt annorlunda arbetsuppgifter?,55
y2change_5,SLOSH 14 working,,,19_f,Följande frågor gäller din arbetsplats/dina arbetsplatser och dina arbetsuppgifter under de senaste två åren: @ I vilken grad har du fått väsentligt annorlunda arbetsuppgifter?,55
y2change_6,SLOSH 16 working,,,18_f,Följande frågor gäller din arbetsplats/dina arbetsplatser och dina arbetsuppgifter under de senaste två åren: @ I vilken grad har du fått väsentligt annorlunda arbetsuppgifter?,119
y2change_7,SLOSH 18 working,,,16_f,Följande frågor gäller din arbetsplats/dina arbetsplatser och dina arbetsuppgifter under de senaste två åren: @ I vilken grad har du fått väsentligt annorlunda arbetsuppgifter?,119
y2newcol_1,SLOSH 06 working,,,A62_g,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har det skett nyanställningar på arbetsplatsen?,116
y2newcol_2,SLOSH 08 working,,1.0,62_ba,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har det skett nyanställningar på arbetsplatsen?,55
y2newcol_2,SLOSH 08 non-working,,1.0,62_ba,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har det skett nyanställningar på arbetsplatsen?,55
y2newcol_3,SLOSH 10 working,,,11_a,Följande frågor gäller din arbetsplats/dina arbetsplatser under de senaste två åren: @ Har det skett nyanställningar på arbetsplatsen?,55
y2newcol_4,SLOSH 12 working,,1.0,12_a,Följande frågor gäller din arbetsplats/dina arbetsplatser och dina arbetsuppgifter under de senaste två åren: @ I vilken grad har det skett nyanställningar på arbetsplatsen?,55
y2newcol_4,SLOSH 12 non-working,,1.0,12_a,Följande frågor gäller din arbetsplats/dina arbetsplatser och dina arbetsuppgifter under de senaste två åren: @ I vilken grad har det skett nyanställningar på arbetsplatsen?,55
y2newcol_5,SLOSH 14 working,,,19_a,Följande frågor gäller din arbetsplats/dina arbetsplatser och dina arbetsuppgifter under de senaste två åren: @ I vilken grad har det skett nyanställningar på arbetsplatsen(/arbetsplatserna)?,119
y2newcol_6,SLOSH 16 working,,,18_a,Följande frågor gäller din arbetsplats/dina arbetsplatser och dina arbetsuppgifter under de senaste två åren: @ I vilken grad har det skett nyanställningar på arbetsplatsen(/arbetsplatserna)?,119
y2newcol_7,SLOSH 18 working,,,16_a,Följande frågor gäller din arbetsplats/dina arbetsplatser och dina arbetsuppgifter under de senaste två åren: @ I vilken grad har det skett nyanställningar på arbetsplatsen(/arbetsplatserna)?,119
y2reduct_1,SLOSH 06 working,,,A62_h,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har det skett nedskärningar av personal?,116
y2reduct_2,SLOSH 08 working,,1.0,62_bb,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har det skett nedskärningar av personal?,55
y2reduct_2,SLOSH 08 non-working,,1.0,62_bb,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har det skett nedskärningar av personal?,55
